标题,信息,薪水,关键词,标签,其它,其它1,其它2,关键词3
"
          河北博伦特药业有限公司
        ",人力资源专员,"
          4000-6000元
        ","节日福利
发展空间大
六险",节日福利,"
          1-3年
        ","
          大专
        ",石家庄·晋州·马于,"
          民营
         
          100-299人
         
          石油/石化
        "
"
          国宇控股集团有限公司
        ",人力资源总监,"
          1.5-2万
        ",,,"
          10年以上
        ","
          大专
        ",长春·南关·临河,"
          民营
         
          500-999人
         
          工程施工
        "
"
          江苏英科医疗制品有限公司
        ",人力资源专员,"
          9000-15000元
        ","招聘
人事培训
有创新想法
抗压
BP",招聘,"
          1-3年
        ","
          本科
        ",镇江·京口区·大港街道,"
          上市公司
         
          1000-9999人
         
          医疗设备/器械
        "
"
          华强方特(淮安)旅游投资有限公司
        ",人力资源专员,"
          4000-6000元
        ","招聘
员工关系
人力资源管理员",招聘,"
          1-3年
        ","
          本科
        ",淮安·洪泽区·高良涧街道," 
          500-999人
         
          旅游服务
        "
"
          顺丰速运
        ",人力资源管培生,"
          6000-8000元
        ","人力资源管理方向
大学英语四级",人力资源管理方向,"
          经验不限
        ","
          本科
        ",惠州·惠城区·江南街道,"
          上市公司
         
          10000人以上
         
          货运/物流/仓储
        "
"
          上海邦芒人力资源有限公司
        ",大客户经理KA/人力资源行业/Tob/苏州/双休,"
          6000-11000元
        ","区域销售
渠道销售
面销/陌拜",区域销售,"
          1-3年
        ","
          大专
        ",苏州·工业园区,"
          民营
         
          500-999人
         
          人力资源服务
        "
"
          七颜互娱(河南)文化传媒有限公司
        ",hr人力资源专员,"
          5000-6000元
        ",,,"
          经验不限
        ","
          大专
        ",郑州·金水·丰产路,"
          民营
         
          500-999人
         
          新媒体
        "
"
          浙江兴发化纤集团有限公司
        ",人力资源高级经理,"
          1-2万
        ","绩效管理
招聘
组织发展
差别化涤纶",绩效管理,"
          3-5年
        ","
          本科
        ",绍兴·柯桥区·钱清街道,"
          民营
         
          500-999人
         
          农/林/牧/渔
        "
"
          中国长城
        ",人力资源专员（干部管理方向）-26届应届生,"
          9000-15000元·15薪
        ","组织发展
人才盘点",组织发展,"
          经验不限
        ","
          硕士
        ",深圳·宝安·石岩,"
          国企
         
          10000人以上
         
          计算机硬件
        "
"
          郑州郑通风机制造有限公司
        ",人力资源专员,"
          4000-6000元
        ","员工关系
绩效管理",员工关系,"
          经验不限
        ","
          本科
        ",郑州·新郑·郭店,"
          民营
         
          100-299人
         
          电气机械/电力设备
        "
"
          劲草信息技术(深圳)有限公司
        ",双休-人力资源助理,"
          5000-6000元
        ","员工关系
人事培训",员工关系,"
          经验不限
        ","
          本科
        ",深圳·南山·南山,"
          民营
         
          10000人以上
         
          人力资源服务
        "
"
          宏贤达集团
        ",人力资源经理,"
          1.3-1.6万
        ","绩效管理
企业文化
组织发展
高级人力资源管理师",绩效管理,"
          5-10年
        ","
          本科
        ",廊坊·固安县·东湾镇,"
          民营
         
          1000-9999人
         
          客运服务
        "
"
          福建星驿支付科技有限公司
        ",hr人力资源实习生,"
          120-130元/天
        ",人事培训,人事培训,"
          经验不限
        ","
          本科
        ",福州·马尾·马尾,"
          民营
         
          500-999人
         
          互联网金融/小额贷款
        "
"
          北京首创城市发展集团有限公司
        ",人力资源管理,"
          9000-15000元
        ","员工关系
人事培训
党建",员工关系,"
          3-5年
        ","
          本科
        ",北京·朝阳·呼家楼,"
          国企
         
          1000-9999人
         
          房地产开发
        "
"
          安徽凯泽新材料有限公司
        ",【26届校招】人力资源专员,"
          8000-12000元
        ",招聘,招聘,"
          经验不限
        ","
          本科
        ",淮北·濉溪县·韩村镇,"
          民营
         
          500-999人
         
          化学原料/化学制品
        "
"
          江苏美伦食品有限公司
        ",人力资源专员,"
          5000-6000元
        ","薪酬福利
绩效管理",薪酬福利,"
          1-3年
        ","
          本科
        ",扬州·广陵区·汤汪街道,"
          民营
         
          100-299人
         
          快速消费品
        "
"
          蜂巢汽车科技集团有限公司
        ",人力资源专员,"
          5000-6000元·14薪
        ","技术岗位招聘
蓝领岗位招聘
社会招聘",技术岗位招聘,"
          1-3年
        ","
          本科
        ",黄石·大冶市·罗家桥街道,"
          民营
         
          10000人以上
         
          汽车研发/制造
        "
