数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
政府事务.csv,广东恒福糖业集团有限公司,舆情公关经理,1-1.2万,10000.0,12000.0,11000.0,政府拓展、政企合作、政府公关、媒介管理、媒体公关、舆情公关,政府拓展,1-3年,本科,湛江·霞山区·泉庄街道,湛江·霞山区·泉庄街道,湛江,霞山区,泉庄街道,民营,10000人以上,农/林/牧/渔
政府事务.csv,山东众成清泰(烟台)律师事务所,政府法律事务负责人,1.5-3万,15000.0,30000.0,22500.0,行政类、司法仲裁、民商事类、合同纠纷、投融资业务、民商法、物权法、外商投资法、律师执业证,行政类,5-10年,本科,烟台·莱山·滨海路,烟台·莱山·滨海路,烟台,莱山,滨海路,律师事务所,20-99人,法律服务
政府事务.csv,青岛长生集团股份有限公司,项目支持岗（侧重品牌和产品方向）,5000-6000元,5000.0,6000.0,5500.0,未知,未知,1-3年,本科,青岛·市北·登州路,青岛·市北·登州路,青岛,市北,登州路,股份制企业,300-499人,快速消费品
政府事务.csv,湖南比邻星科技有限公司,总经理助理（高新技术企业）,8000-15000元,8000.0,15000.0,11500.0,商务管理、公文写作,商务管理,5-10年,本科,长沙·岳麓·岳麓街道,长沙·岳麓·岳麓街道,长沙,岳麓,岳麓街道,民营,20-99人,人工智能
政府事务.csv,太药控股(山西)集团有限公司,行政总监,8000-12000元,8000.0,12000.0,10000.0,50人以上团队,50人以上团队,3-5年,本科,太原·晋源·义井,太原·晋源·义井,太原,晋源,义井,民营,500-999人,医药制造
政府事务.csv,佛山市顺德区新的电机实业有限公司,公关行政经理,9000-10000元,9000.0,10000.0,9500.0,公关行政,公关行政,1-3年,大专,肇庆·封开县·江口街道,肇庆·封开县·江口街道,肇庆,封开县,江口街道,100-299人,金属制品业,未知
政府事务.csv,欣旺达电子,人事行政专员,8000-13000元,8000.0,13000.0,10500.0,招聘、员工关系、绩效管理,招聘,3-5年,本科,赣州·定南县·定南县工业园,赣州·定南县·定南县工业园,赣州,定南县,定南县工业园,上市公司,1000-9999人,电子/半导体/集成电路
政府事务.csv,仕扬(武汉)人力资源有限公司,政府事务总监/总裁助理,3-4万·15薪,37500.0,50000.0,43750.0,政府拓展、政策研究、政企合作、政府项目申报、资质申报,政府拓展,10年以上,本科,北京·朝阳·亚运村,北京·朝阳·亚运村,北京,朝阳,亚运村,民营,300-499人,人力资源服务
政府事务.csv,重庆万联易达供应链有限公司,政企高级经理,9000-15000元,9000.0,15000.0,12000.0,高端岗位招聘,高端岗位招聘,3-5年,本科,重庆·渝北,重庆·渝北,重庆,渝北,未知,民营,100-299人,货运/物流/仓储
政府事务.csv,德希恩实业(宁夏)有限公司,外事部经理,1-2万,10000.0,20000.0,15000.0,危机公关、品牌公关、政府公关,危机公关,5-10年,本科,石嘴山·大武口区·长胜街道,石嘴山·大武口区·长胜街道,石嘴山,大武口区,长胜街道,外商独资,100-299人,快速消费品
