数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
推广投放.csv,许昌罗依斯发制品有限公司,红人社媒推广,8000-15000元,8000.0,15000.0,11500.0,电商推广、网站推广,电商推广,1-3年,大专,许昌·魏都区·半截河街道,许昌·魏都区·半截河街道,许昌,魏都区,半截河街道,其它,100-299人,贸易/进出口
推广投放.csv,TCL科技集团股份有限公司,产品推广专员,1-1.5万·13薪,10833.33,16250.0,13541.67,未知,未知,1-3年,本科,深圳·南山·西丽,深圳·南山·西丽,深圳,南山,西丽,合资,10000人以上,耐用消费品
推广投放.csv,重庆数海星辰网络科技有限公司,广告投放专员,8000-16000元,8000.0,16000.0,12000.0,facebook、TIKTOK,facebook,1-3年,大专,重庆·渝北,重庆·渝北,重庆,渝北,未知,民营,20-99人,电子商务
推广投放.csv,深圳旷真法务集团有限公司,小红书投手—信息流优化师、投放、网络推广,1.4-1.6万·14薪,16333.33,18666.67,17500.0,未知,未知,1-3年,本科,深圳·南山·沙河,深圳·南山·沙河,深圳,南山,沙河,律师事务所,1000-9999人,法律服务
推广投放.csv,潍坊市威力工贸有限责任公司,巨量广告推广专员,5000-7000元,5000.0,7000.0,6000.0,媒介专员、网络媒体、巨量引擎广告投放、数据分析与优化,媒介专员,1-3年,大专,潍坊·潍城·于河,潍坊·潍城·于河,潍坊,潍城,于河,民营,20-99人,建筑设备安装
推广投放.csv,杭州五点半人力资源开发有限公司,app推广专员8000-1.6W,1.1-2.2万,11000.0,22000.0,16500.0,新媒体推广经验、线下、B端客户、社区类产品,新媒体推广经验,经验不限,学历不限,宁波·海曙·段塘,宁波·海曙·段塘,宁波,海曙,段塘,民营,100-299人,人力资源服务
推广投放.csv,作业帮,微信推广,8000-10000元,8000.0,10000.0,9000.0,未知,未知,经验不限,本科,重庆·渝中·解放碑,重庆·渝中·解放碑,重庆,渝中,解放碑,民营,10000人以上,互联网
推广投放.csv,广州昌邻餐饮管理有限公司,抖音达人运营专员,8000-11000元,8000.0,11000.0,9500.0,KOL/MCN资源、效果投放经验、C端用户、消费品、媒介投放、达人BD、内容策划、推广投放、本地生活,KOL/MCN资源,1-3年,大专,广州·天河·天河南,广州·天河·天河南,广州,天河,天河南,民营,300-499人,餐饮服务
推广投放.csv,西安力邦临床营养股份有限公司,广告投放经理,8000-11000元,8000.0,11000.0,9500.0,媒介助理、媒介主管/经理、网络媒体、KOL、传统媒体,媒介助理,1-3年,本科,西安·雁塔·丈八沟,西安·雁塔·丈八沟,西安,雁塔,丈八沟,民营,100-299人,食品/饮料
推广投放.csv,京东集团,京东BD推广/五险一金+就近分配,8000-16000元,8000.0,16000.0,12000.0,线下、线上、C端客户、五险一金、老带薪、可就近安排,线下,经验不限,学历不限,北京·丰台·五里店,北京·丰台·五里店,北京,丰台,五里店,合资,10000人以上,互联网
推广投放.csv,外企德科,效果广告投放优化岗（CID & 闭环广告方向）,8000-10000元·14薪,9333.33,11666.67,10500.0,广点通、CID信息流优化师、CID,广点通,1-3年,本科,杭州·西湖·转塘,杭州·西湖·转塘,杭州,西湖,转塘,合资,10000人以上,人力资源服务
推广投放.csv,宁波有道网络技术有限公司,企业微信推广员,9000-18000元,9000.0,18000.0,13500.0,企业客户、KA大客户、政府客户,企业客户,1-3年,本科,宁波·鄞州·首南,宁波·鄞州·首南,宁波,鄞州,首南,民营,100-299人,IT服务
推广投放.csv,哈德(厦门)教育科技集团有限公司,（厦门）信息流推广专员-中老年兴趣类,9000-15000元,9000.0,15000.0,12000.0,未知,未知,1-3年,大专,北京·朝阳,北京·朝阳,北京,朝阳,未知,民营,500-999人,培训/辅导服务
推广投放.csv,河南品效互动网络科技有限公司,小红书投流推广/运营/投手/优化师（商销方向）6-10K+五险,9000-18000元,9000.0,18000.0,13500.0,乙方经验、小红书商销投流、商销种草、投流推广、小红书信息流优化师、小红书运营,乙方经验,1-3年,大专,郑州·中原·石佛,郑州·中原·石佛,郑州,中原,石佛,民营,20-99人,计算机软件
推广投放.csv,郑州渔可盛生物科技有限公司,抖音信息流投放专员（农资水产类目）,8000-12000元,8000.0,12000.0,10000.0,抖音、有农资经验、水产动保经验,抖音,1-3年,大专,郑州·金水·国基路,郑州·金水·国基路,郑州,金水,国基路,股份制企业,100-299人,农/林/牧/渔
推广投放.csv,秦皇岛中和智迅科技发展有限公司,投放专员,3000-5000元,3000.0,5000.0,4000.0,未知,未知,经验不限,本科,秦皇岛·海港区·黄河道街道,秦皇岛·海港区·黄河道街道,秦皇岛,海港区,黄河道街道,股份制企业,20-99人,互联网
推广投放.csv,吉林省闯天下文化传媒有限公司,电商投手,8000-16000元,8000.0,16000.0,12000.0,未知,未知,1-3年,大专,长春·南关·新立城,长春·南关·新立城,长春,南关,新立城,其它,500-999人,电子商务
推广投放.csv,天津市百川惠赢信息技术咨询服务有限公司,兼职支付宝碰一碰推广[日薪300＋分润],8000-16000元,8000.0,16000.0,12000.0,未知,未知,经验不限,大专,天津·河东·上杭路,天津·河东·上杭路,天津,河东,上杭路,民营,20人以下,咨询服务
推广投放.csv,叮咚买菜,app推广专员 保底9000+,1.1-1.7万,11000.0,17000.0,14000.0,线下,线下,经验不限,学历不限,温州·瑞安市·塘下镇,温州·瑞安市·塘下镇,温州,瑞安市,塘下镇,上市公司,10000人以上,互联网
推广投放.csv,杭州医枢信息咨询服务有限公司,抖音巨量引擎小红书聚光推广专员,8000-16000元,8000.0,16000.0,12000.0,搜索引擎推广、巨量引擎小红书聚光、抖音小红书百度,搜索引擎推广,1-3年,学历不限,杭州·上城·丁兰,杭州·上城·丁兰,杭州,上城,丁兰,民营,20人以下,在线医疗
推广投放.csv,深圳市龙岗区柠度信息咨询工作室(个体工商户),数字化微信小店推广达人和城市经理人,8000-16000元,8000.0,16000.0,12000.0,未知,未知,经验不限,学历不限,深圳·龙岗·坂田,深圳·龙岗·坂田,深圳,龙岗,坂田,100-299人,互联网,未知
推广投放.csv,美团网,app推广专员,1.2-2.4万,12000.0,24000.0,18000.0,未知,未知,1-3年,学历不限,宿迁·沭阳县·南湖街道,宿迁·沭阳县·南湖街道,宿迁,沭阳县,南湖街道,民营,1000-9999人,互联网
推广投放.csv,广州鸿誉出国服务有限公司,Facebook推广,1.2-1.6万,12000.0,16000.0,14000.0,新媒体推广,新媒体推广,1-3年,大专,深圳·南山·粤海,深圳·南山·粤海,深圳,南山,粤海,其它,20-99人,企业服务
推广投放.csv,新东方教育科技集团有限公司,新东方-抖音巨量投放,1-1.5万,10000.0,15000.0,12500.0,抖音、巨量引擎,抖音,1年以下,本科,济南·历下·千佛山,济南·历下·千佛山,济南,历下,千佛山,上市公司,10000人以上,培训/辅导服务
推广投放.csv,央视国际网络有限公司,传播推广岗（政企合作方向）,8000-12000元,8000.0,12000.0,10000.0,政府客户、市场策划经验、本地推广资源、团队管理经验、接受出差/外派,政府客户,经验不限,本科,北京·海淀·甘家口,北京·海淀·甘家口,北京,海淀,甘家口,国企,1000-9999人,互联网
推广投放.csv,呼和浩特市智能工科中等职业学校有限公司,海外投放优化师,1.2-2万,12000.0,20000.0,16000.0,媒介助理、汽车类媒体、网络媒体,媒介助理,1-3年,学历不限,北京·大兴,北京·大兴,北京,大兴,未知,民营,1000-9999人,学校/学历教育
推广投放.csv,西安丹骏数字科技有限公司,电商投放专员,6000-10000元,6000.0,10000.0,8000.0,电商推广、facebook、谷歌优化师、TT投流,电商推广,1年以下,大专,西安·雁塔·丈八沟,西安·雁塔·丈八沟,西安,雁塔,丈八沟,上市公司,100-299人,电子商务
推广投放.csv,济南白癜风医院,网络推广,1-2万,10000.0,20000.0,15000.0,信息流推广、搜索引擎推广、新媒体推广、电商推广,信息流推广,经验不限,学历不限,济南·堤口路,济南·堤口路,济南,堤口路,未知,民营,100-299人,医药制造
推广投放.csv,招商银行绵阳分行,月薪上万招信用卡推广,1-2万,10000.0,20000.0,15000.0,渠道销售、地推销售,渠道销售,经验不限,大专,绵阳·涪城区·城厢街道,绵阳·涪城区·城厢街道,绵阳,涪城区,城厢街道,股份制企业,100-299人,银行
推广投放.csv,上海和黄药业,推广专员（陕西）,1-1.5万,10000.0,15000.0,12500.0,心血管科,心血管科,1-3年,本科,西安·雁塔·小寨路,西安·雁塔·小寨路,西安,雁塔,小寨路,合资,1000-9999人,医药制造
推广投放.csv,京东集团,五号发薪/京东BD推广可就近分配,9000-18000元,9000.0,18000.0,13500.0,线上、线下、C端客户、平台类产品、首家、老带新、入职五险一金,线上,经验不限,学历不限,石家庄·裕华·长江,石家庄·裕华·长江,石家庄,裕华,长江,合资,10000人以上,互联网
推广投放.csv,外企德科,广告投放/腾讯，巨量，百度账户策略管理-互联网大厂,8000-9000元,8000.0,9000.0,8500.0,未知,未知,1-3年,本科,杭州·西湖·翠苑,杭州·西湖·翠苑,杭州,西湖,翠苑,合资,10000人以上,人力资源服务
